tweet,mentioned,hashtags,clean_tweet,Tweet length
The way you have given major relaxations in the  #Lockdown which doesn’t seems a #Lockdown anymore. Are you sure we’l control #Covid_19 in #Delhi where number of positive cases are increasing rapidly after giving relaxations. #AskYourself https://t.co/L6oqxKenuh,[],"['#Lockdown', '#Lockdown', '#Covid_19', '#Delhi', '#AskYourself']",way given major relaxations seems anymore sure l control number positive cases increasing rapidly giving relaxations,116
"Lets make this #LockDown fruitful ✨

Watch the Talk on #DataMining by Prof Raj K Bhatnagar, University of Cincinnati,USA
Organized on 3rd Feb'20 by @acmusict at USICT, Delhi
https://t.co/2Gnves9yVZ

@GGSIPUIndia @Indiaacm @TheOfficialACM @uofcincy
#MachineLearning #DataScience","['@acmusict', '@GGSIPUIndia', '@Indiaacm', '@TheOfficialACM', '@uofcincy']","['#LockDown', '#DataMining', '#MachineLearning', '#DataScience']",lets make fruitful watch talk prof raj k bhatnagar university cincinnati usa organized rd feb usict delhi,105
"Get up to 20% OFF on your Fruits and Vegetables ordered from Croblaze i.e. FLAT 10% on first order &amp; FLAT 10% on second-order.

-Minimum order of just Rs. 199/- 
-Free delivery over Rs. 349/-

Hurry up Limited Time offer!
Order from @croblaze_india
#StayHome #veggies #fruits https://t.co/5dLMiUB4hM",['@croblaze_india'],"['#StayHome', '#veggies', '#fruits']",get fruits vegetables ordered croblaze e flat first order flat second order minimum order rs free delivery rs hurry limited time offer order,140
"#PositiveNews 
Only 6.39% Covid-19 cases needed hospital support; recovery rate now at 40%, excellent work by @MoHFW_INDIA under guidance of @drharshvardhan in leadership of PM @narendramodi #IndiaFightsCorona 

https://t.co/O2RyKlLvIW https://t.co/YNY3Ln9lnj","['@MoHFW_INDIA', '@drharshvardhan', '@narendramodi']","['#PositiveNews', '#IndiaFightsCorona']",covid cases needed hospital support recovery rate excellent work guidance leadership pm,87
"Finally, got to go out after 2 months of lockdown &amp; got the bank work done that was screwing my mind for the past 3 weeks! 🤦🏻‍♂️
https://t.co/iZQs4lVeqn

#YouTube #vlogger #thursday #weekly #lockdown #bluetokaicoffee",[],"['#YouTube', '#vlogger', '#thursday', '#weekly', '#lockdown', '#bluetokaicoffee']",finally got go months lockdown got bank work done screwing mind past weeks,74
"There was never a better time to #practiseyourpassion 
How are you spending your #lockdown ? https://t.co/8ci9Jrga8a",[],"['#practiseyourpassion', '#lockdown']",never better time spending,26
"#NYAY is the need for the hour.
Need for a economy boost but more importantly for poor people to survive this #pandemic 

Nice to see @INCIndia sticking by their policies and starting it in Chattisgarh.

Hopefully all other congress states can do it showing it can be a success.",['@INCIndia'],"['#NYAY', '#pandemic']",need hour need economy boost importantly poor people survive nice see sticking policies starting chattisgarh hopefully congress states showing success,150
We are the students of @jmiu_official but are non resident to jamia campus.we have been #quarantine since the #lockdown .plzz send us back home to #bihar.#jamiamilliaislamia #Jamia @ArvindKejriwal @NitishKumar @AyushmanNHA .help us reach our beloved family.,"['@jmiu_official', '@ArvindKejriwal', '@NitishKumar', '@AyushmanNHA']","['#quarantine', '#lockdown', '#bihar', '#jamiamilliaislamia', '#Jamia']",students non resident jamia campus since plzz send us back home help us reach beloved family,92
"@forceguru @SfdcKiran Thanks @SfdcKiran feeling proud to do my bit and being part of such a great community.
#LetsGiveBack #COVID19India #WorkForHumanity","['@forceguru', '@SfdcKiran', '@SfdcKiran']","['#LetsGiveBack', '#COVID19India', '#WorkForHumanity']",thanks feeling proud bit part great community,45
"Will you now raise the #toast because 
1- lockdown is over 
    OR 
2- Lockdown is over 

#Raisethetoast #Lockdown",[],"['#toast', '#Raisethetoast', '#Lockdown']",raise lockdown lockdown,23
"No filters. 
The window in a cosy summer afternoon.
The lockdown series.

#summervibes 
#summer2020 
#2020 
#lockdown 
#lockdown2020 
#shotonrealme 
#realme5 
#blackandwhitephotography 
#blackandwhiteart… https://t.co/DRVnfphniZ",[],"['#summervibes', '#summer2020', '#lockdown', '#lockdown2020', '#shotonrealme', '#realme5', '#blackandwhitephotography', '#blackandwhiteart']",filters window cosy summer afternoon lockdown series,52
"@PMOIndia #CoronaWarrior 
@narendramodi
My 7 year old daughter Saanvi made
 this poster to support #StayHome
Along with the Do's and Don'ts during this hour of need.
Hope she gets the required appreciation from all.😊 https://t.co/0mY7lZXUZC","['@PMOIndia', '@narendramodi']","['#CoronaWarrior', '#StayHome']",year old daughter saanvi made poster support along ts hour need hope gets required appreciation,95
"What does the future hold when our future fights for scraps in a mad rush to survive.

How did we get to point when feeding our children became something we can no longer properly do?

#MigrantCrisis #Delhi #India #Lockdown https://t.co/dLTkJ3ael8",[],"['#MigrantCrisis', '#Delhi', '#India', '#Lockdown']",future hold future fights scraps mad rush survive get point feeding children became something longer properly,109
"Experience Digital Dining With Us. 
@ Raja bhoj &amp; Co. powered by the rolling plate.
#rajabhoj&amp;Co. #therollingplate #instadaily #smallbusiness #startup #fooddelivery #foodie #instafood #foodphotography #yummy #foodstagram #dinner #lockdown #boysclub #lockdown #thursdaymorning https://t.co/FevqihCMe4",[],"['#rajabhoj', '#therollingplate', '#instadaily', '#smallbusiness', '#startup', '#fooddelivery', '#foodie', '#instafood', '#foodphotography', '#yummy', '#foodstagram', '#dinner', '#lockdown', '#boysclub', '#lockdown', '#thursdaymorning']",experience digital dining us raja bhoj co powered rolling plate co,66
"Pull up a chair. Take a taste. Come join us. Life is so endlessly delicious. . 
Paan laddoo....❤ amazing #buffet ... Jaane kaha gye wo din ☹️ #QuarantineAndChill https://t.co/vG5CnKe5Y4",[],"['#buffet', '#QuarantineAndChill']",pull chair take taste come join us life endlessly delicious paan laddoo amazing jaane kaha gye wo din,101
"Pray for the people who have become the victim of the #AmphanCyclon in parts of #westbangal #odisa #chattisgarh #coronavirusinindia 
#AmphanCyclon
#NDRFHelpingHands",[],"['#AmphanCyclon', '#westbangal', '#odisa', '#chattisgarh', '#coronavirusinindia', '#AmphanCyclon', '#NDRFHelpingHands']",pray people become victim parts,31
"* @kvicindia so far received orders to supply 8lakh masks&amp;has already supplied more than 6 lakh masks during #lockdown 
*over 7.5lakh Khadi masks distributed free to District Authorities 
*to supply khadi face masks in Dubai, USA, Mauritius&amp; several European&amp;Middle East countries",['@kvicindia'],['#lockdown'],far received orders supply lakh masks already supplied lakh masks lakh khadi masks distributed free district authorities supply khadi face masks dubai usa mauritius several european middle east countries,203
"Saudade- a deep emotional state of nostalgic or profound melancholic longing for an absent something.
Missing the forests ...
#ThursdayThoughts #ThrowbackThursday #lockdown #NaturePhotography #tiger #wildlife #nostalgia #forest #naturetherapy #wildlifephotography https://t.co/p3InoYCZ68",[],"['#ThursdayThoughts', '#ThrowbackThursday', '#lockdown', '#NaturePhotography', '#tiger', '#wildlife', '#nostalgia', '#forest', '#naturetherapy', '#wildlifephotography']",saudade deep emotional state nostalgic profound melancholic longing absent something missing forests,100
@sanjaymanjrekar Better than ur verbal diarrhoea at least @sanjaymanjrekar 🙄🙄 #Quarantine #Lockdownextention,"['@sanjaymanjrekar', '@sanjaymanjrekar']","['#Quarantine', '#Lockdownextention']",better ur verbal diarrhoea least,32
"Lessons We Can Learn From COVID 19 Lockdown!

#lockdown #covid #coronavirus #corona #quarantine #stayhome #staysafe #socialdistancing #stayathome #india #love #virus #pandemic #isolation #instagram #d #memes #selfisolation #jantacurfew #cov #covidlessons #instagood #ThinkPen https://t.co/7mVbDnX3Qn",[],"['#lockdown', '#covid', '#coronavirus', '#corona', '#quarantine', '#stayhome', '#staysafe', '#socialdistancing', '#stayathome', '#india', '#love', '#virus', '#pandemic', '#isolation', '#instagram', '#memes', '#selfisolation', '#jantacurfew', '#cov', '#covidlessons', '#instagood', '#ThinkPen']",lessons learn covid lockdown,28
"#IndiaFightsCorona: 

Under #VandeBharatMission, we have brought back more than 20,000 Indian nationals stranded at various destinations in abroad: Union Minister @HardeepSPuri 

#StayHome #StaySafe https://t.co/jqEGZqnF2D https://t.co/6jM8XtzZgo",['@HardeepSPuri'],"['#IndiaFightsCorona', '#VandeBharatMission', '#StayHome', '#StaySafe']",brought back indian nationals stranded various destinations abroad union minister,81
"Great job by IMD India and NDRF. Grand salute to the whole team for making timely predictions about #AmphanSuperCyclone and Congratulations for saving Millions of life in West Bengal and Orissa.
You guys are Saviors.
Standing ovation for whole team.
#Covid_19 #IndiaFightsCorona",[],"['#AmphanSuperCyclone', '#Covid_19', '#IndiaFightsCorona']",great job imd india ndrf grand salute whole team making timely predictions congratulations saving millions life west bengal orissa guys saviors standing ovation whole team,171
"#IndiaFightsCorona:

Homemade face cover is good for maintaining personal hygiene. Learn how to make your own face cover. 

https://t.co/jxN4ZU3Vid

#CoronaOutbreak #Lockdown4 #HealthForAll 
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @mygovindia @COVIDNewsByMIB","['@PMOIndia', '@drharshvardhan', '@AshwiniKChoubey', '@PIB_India', '@mygovindia', '@COVIDNewsByMIB']","['#IndiaFightsCorona', '#CoronaOutbreak', '#Lockdown4', '#HealthForAll']",homemade face cover good maintaining personal hygiene learn make face cover,75
"Keep your eyes on the stars, and your feet on the ground... #likeforfollow #like #follow #comment #stayhome #instagram #lightroom #picsart. @ Delhi, India https://t.co/VMUmhjGmVq",[],"['#likeforfollow', '#like', '#follow', '#comment', '#stayhome', '#instagram', '#lightroom', '#picsart']",keep eyes stars feet ground delhi india,39
"Creativity finds it space 🔥

All new version of Des-Pa-Cito in
Bollywood Style
P.s I did Rap for the first time !!!

Any feedback @Its_Badshah
@karanjohar @asliyoyo @LuisFonsi @RanveerOfficial ?

#tukudiwinewargi #Despacito #Bollywood #LetsStaySafe #QuarantineLife https://t.co/PJqULILtfi","['@Its_Badshah', '@karanjohar', '@asliyoyo', '@LuisFonsi', '@RanveerOfficial']","['#tukudiwinewargi', '#Despacito', '#Bollywood', '#LetsStaySafe', '#QuarantineLife']",creativity finds space new version des pa cito bollywood style p rap first time feedback,88
We have seen the pains of economic migrant workers unfold into the most horrific narrative of this decade through #COVID19India. Now bracing ourselves for a bigger #Climaterefugee crisis in #Bengal #Orissa &amp; #Bangladesh. Something normalised this far in the Sunderbans https://t.co/x5Tv0bzJd7,[],"['#COVID19India', '#Climaterefugee', '#Bengal', '#Orissa', '#Bangladesh']",seen pains economic migrant workers unfold horrific narrative decade bracing bigger crisis something normalised far sunderbans,126
"This is a humanitarian crisis in #Bengal, #Orissa &amp; #Bangldesh. Death toll by official account of #CycloneAmphan is 24. Morbidity and casualty in destruction at 155-165kmph speed spiralling up to 185kmph during landfall yesterday at 2.30PM is tremendous. #COVID19India &amp; now this https://t.co/fRUSnjv46N",[],"['#Bengal', '#Orissa', '#Bangldesh', '#CycloneAmphan', '#COVID19India']",humanitarian crisis death toll official account morbidity casualty destruction kmph speed spiralling kmph landfall yesterday pm tremendous,138
Amb. @MUKANGIRA1 cleared to serve as High Commissioner of #Rwanda to #India. 🇷🇼🇮🇳 Through VC #SocialDistancing respected. https://t.co/H05AARN47d,['@MUKANGIRA1'],"['#Rwanda', '#India', '#SocialDistancing']",amb cleared serve high commissioner vc respected,48
"Just a random thought!
In between this #Cong-#Bjp fight over availability of ‘AUTHORISED” buses for migrants, I wonder how @SonuSood managed to send migrants back home in BUSES. Salute to the real star 🇮🇳

#JahanChahHai #WahanRaahHai #IndiaFightsCorona #MigrantsLivesMatter",['@SonuSood'],"['#Cong-', '#Bjp', '#JahanChahHai', '#WahanRaahHai', '#IndiaFightsCorona', '#MigrantsLivesMatter']",random thought fight availability authorised buses migrants wonder managed send migrants back home buses salute real star,121
"@amitmalviya Only one party doing politics during #pandemic ??

No, there's another incompetent and insensitive party 

Who's absolutely comfortable and fully aligned to the agony and misery of citizens of #india",['@amitmalviya'],"['#pandemic', '#india']",one party politics another incompetent insensitive party absolutely comfortable fully aligned agony misery citizens,115
"A little cinematic footage and the tutorial that I filmed using my phone! https://t.co/R36FFzdr9C

#ThursdayThoughts #photography #filmmaking #thursdayvibes #lockdown #covid19",[],"['#ThursdayThoughts', '#photography', '#filmmaking', '#thursdayvibes', '#lockdown', '#covid19']",little cinematic footage tutorial filmed using phone,52
"The best preparation for tomorrow is doing your best today.
We Are Delivering Monthly Grocery Item In Delhi NCR.
✅Inquiry 📞 : https://t.co/MBDsohVy5N
✅Website: https://t.co/5IT55381PV
✅App: https://t.co/Lt9OFtOSVy
#Happy #Business #money #Hum_Parivar #Commision #workfromhome. https://t.co/qfiMbtj5YS",[],"['#Happy', '#Business', '#money', '#Hum_Parivar', '#Commision', '#workfromhome']",best preparation tomorrow best today delivering monthly grocery item delhi ncr inquiry website app,98
"🌻••Be Smart not Clever•••🌻
  *Follow this Page for More*
@YahhiamMusKan 
#motivation #inspriationalquotes #lifestyleblogger #smilemore #dreambig #staypositive #stayhome #happythoughts #sandeep_maheshwari @ Rohini, Delhi https://t.co/RtbmKsAcrb",['@YahhiamMusKan'],"['#motivation', '#inspriationalquotes', '#lifestyleblogger', '#smilemore', '#dreambig', '#staypositive', '#stayhome', '#happythoughts', '#sandeep_maheshwari']",smart clever follow page rohini delhi,37
"#IMMUNITYBOOSTERSAGAINST #COVID19

#Did you know exercise can help in generating immunity cells?

#IndiaFightsCorona
@dr_maheshsharma
@tejpalnagarMLA @HarishD_BJP @BJP4UP https://t.co/XI9PVWvoQw","['@dr_maheshsharma', '@tejpalnagarMLA', '@HarishD_BJP', '@BJP4UP']","['#IMMUNITYBOOSTERSAGAINST', '#COVID19', '#Did', '#IndiaFightsCorona']",know exercise help generating immunity cells,44
"Aah Love &lt;3

Sweeps me away :)

#KashishChibaarSharma #ShivoHum #paagalman #MadHatter #BohoQuigrungegodddess #lockdown #covid_19 #healing #inwardjourney #lovinglife #healersofinstagram #tarotreadersofinstagram… https://t.co/MKheIm3V2L",[],"['#KashishChibaarSharma', '#ShivoHum', '#paagalman', '#MadHatter', '#BohoQuigrungegodddess', '#lockdown', '#covid_19', '#healing', '#inwardjourney', '#lovinglife', '#healersofinstagram', '#tarotreadersofinstagram']",aah love lt sweeps away,23
"Is am the only one...
Jo raat ko 3 baje shishe k samne khadhe hokar apni plastic surgery ke bare m sochti h😅🤦🏻‍♀️
#lockdown #quartine",[],"['#lockdown', '#quartine']",one jo raat ko baje shishe k samne khadhe hokar apni plastic surgery ke bare sochti h,85
"We made a public whatsapp forum for people. We will create a huge network of activities, financial aid, learnings, collaborations, volunteers, guidance &amp; advice.

Link for the group: https://t.co/57nksvUaW5

Please join &amp; share.
#lockdown #InThisTogther #Covid_19 #thursdaymorning",[],"['#lockdown', '#InThisTogther', '#Covid_19', '#thursdaymorning']",made public whatsapp forum people create huge network activities financial aid learnings collaborations volunteers guidance advice link group please join share,159
"Acne leave scars to constantly remind you the tough time you went through and keep on giving more problems. Get Acne Scars Removal Treatment to get your natural skin back easily.

To know more, contact us today-

BOOK NOW!
Contact us on-
9990515333
#lockdown
#ThursdayThought https://t.co/BrxUcdigzv",[],"['#lockdown', '#ThursdayThought']",acne leave scars constantly remind tough time went keep giving problems get acne scars removal treatment get natural skin back easily know contact us today book contact us,171
"🔥 मुझमें है हीरो CONTEST 🔥

Selected Candidate (6) 
⭐️ Mrs. HIMANI SOTI ⭐️
Category:  🌸NATURE LOVER🌸

🔷 Want to Participate? 
☎️ 7088-3000-26 ☎️ 

#MujhmeHaiHero 
#BIMTLockdownContest 
#IndiaFightsCorona #BIMTFightsCorona #BIMT #College #Meerut #CCSU #AKTU #BIMTCollege https://t.co/eQyofy9qDk",[],"['#MujhmeHaiHero', '#BIMTLockdownContest', '#IndiaFightsCorona', '#BIMTFightsCorona', '#BIMT', '#College', '#Meerut', '#CCSU', '#AKTU', '#BIMTCollege']",contest selected candidate mrs himani soti category nature lover want participate,81
Late Good morning #lockdown,[],['#lockdown'],late good morning,17
Devastated site. #CycloneAmphan leaves airport flooded. #kolkataairport #StayHome. https://t.co/rSNLWutCEN,[],"['#CycloneAmphan', '#kolkataairport', '#StayHome']",devastated site leaves airport flooded,38
"Anonymous to Govt. - what about labourers?

Government - What labourers!

Opposition - Let's make it an issue

Anonymous to opposition - But labourers Ka kya?

Opposition - we don't know.

#coronavirus #Covid_19 #Covid_19 #IndiaFightsCorona #Covid_19 
@RahulGandhi @narendramodi","['@RahulGandhi', '@narendramodi']","['#coronavirus', '#Covid_19', '#Covid_19', '#IndiaFightsCorona', '#Covid_19']",anonymous govt labourers government labourers opposition let make issue anonymous opposition labourers ka kya opposition know,125
"Feels like an occassion. Coming to @BlueTokaiCoffee after 2 months! It's like meeting the love of your life after 60 days. ♥️

#bluetokaicoffee #ThursdayThoughts #thursdayvibes #lockdown #india #delhi https://t.co/O4hHmoRz7I",['@BlueTokaiCoffee'],"['#bluetokaicoffee', '#ThursdayThoughts', '#thursdayvibes', '#lockdown', '#india', '#delhi']",feels like occassion coming months like meeting love life days,62
"Noon time snacking! 

#workingfromhome #QuarantineLife #lockdown https://t.co/dx2KcW9R4z",[],"['#workingfromhome', '#QuarantineLife', '#lockdown']",noon time snacking,18
"Green Thursdays...♥️

#nature #NaturePhotography #thursdayvibes #midweek #incredibleIndia @IndiaTourism_EU @incredibleindia #lockdown https://t.co/18gQWIKHC4","['@IndiaTourism_EU', '@incredibleindia']","['#nature', '#NaturePhotography', '#thursdayvibes', '#midweek', '#incredibleIndia', '#lockdown']",green thursdays,15
"Today as we reach the 50th day of our relief services during COVID-19,  We specially thank those who supported us through donations because without you we wouldn’t have come this far

#thankyou #hope #relief #50days #Indiafightscorona #coronawarriors #covid19 #sharetocare https://t.co/7OlfXfyrr4",[],"['#thankyou', '#hope', '#relief', '#Indiafightscorona', '#coronawarriors', '#covid19', '#sharetocare']",today reach th day relief services covid specially thank supported us donations without come far,96
"We crossed 1 lakh cases 🤦

👇🏻👇🏻👇🏻👇🏻
 #stayhome
#StayhomeStaysafe
#StayHomeSaveLives

#COVID2019 #coronavirus #Covid_19 #COVID19India https://t.co/wLU5nZ0e88",[],"['#stayhome', '#StayhomeStaysafe', '#StayHomeSaveLives', '#COVID2019', '#coronavirus', '#Covid_19', '#COVID19India']",crossed lakh cases,18
"#IndiaFightsCorona
To ease daily living, services provided by self-employed electricians, IT repairs, plumbers, motor mechanics, carpenters to be allowed from April 20.",[],['#IndiaFightsCorona'],ease daily living services provided self employed electricians repairs plumbers motor mechanics carpenters allowed april,120
"#IndiaFightsCorona
All agricultural and horticultural activities to remain fully functional, such as farming operations by farmers and farmworkers in the field, agencies engaged in procurement of agriculture products, including MSP operations.",[],['#IndiaFightsCorona'],agricultural horticultural activities remain fully functional farming operations farmers farmworkers field agencies engaged procurement agriculture products including msp operations,181
"#CreativeSpot - Here's How Nepali Automobile Pages Are Encouraging You To Stay Home

Follow➡ Invincible Web Solutions on FB, Instagram, Twitter, and Get interesting 😮 Updates Daily.☑
Contact ☎ +91-9958948829 to know more.

#TrendingNow #StayHome #Branding #Covid_19 #Pandemic https://t.co/DMPTaVZqYK",[],"['#CreativeSpot', '#TrendingNow', '#StayHome', '#Branding', '#Covid_19', '#Pandemic']",nepali automobile pages encouraging stay home follow invincible web solutions fb instagram twitter get interesting updates daily contact know,141
"Day 58 of lockdown
Finding a way to meditate..
#intercollective #spicollective #leaves #lockdown #nature_brilliance #natureperfection #conceptual #indiaphotoproject #indiaphotoconcept #inspiredbynature… https://t.co/G8u3oTFcCJ",[],"['#intercollective', '#spicollective', '#leaves', '#lockdown', '#nature_brilliance', '#natureperfection', '#conceptual', '#indiaphotoproject', '#indiaphotoconcept', '#inspiredbynature']",day lockdown finding way meditate,33
"Shocking seems a small word 😢driven by #hunger a heartbreaking #video 
from #DelhiJaipur highway, a man was eating a dead dog... #coronavirus #lockdown but still #politicians busy with their dirty game @BJP4India @INCIndia @myogiadityanath @PMOIndia @priyankagandhi https://t.co/qd7YJmC2WP","['@BJP4India', '@INCIndia', '@myogiadityanath', '@PMOIndia', '@priyankagandhi']","['#hunger', '#video', '#DelhiJaipur', '#coronavirus', '#lockdown', '#politicians']",shocking seems small word driven heartbreaking highway man eating dead dog still busy dirty game,96
"#India fares better as compared with other countries having the highest number of confirmed #COVID19 cases. Thankful to @narendramodi govt for a timely, determined &amp; farsighted decision of lockdown at an early stage.#IndiaFightsCorona

via NaMo App",['@narendramodi'],"['#India', '#COVID19', '#IndiaFightsCorona']",fares better compared countries highest number confirmed cases thankful govt timely determined farsighted decision lockdown early stage,135
"Technology can a useful tool to keep you safe

#technology #Besmart #beinformed #opportunity #digitalmarketing #digitalworld #digitalindia #digitalyouth #learn #growth #indiagrowth #quarantine #knowledge #new… https://t.co/ZWjkiA1Sbe",[],"['#technology', '#Besmart', '#beinformed', '#opportunity', '#digitalmarketing', '#digitalworld', '#digitalindia', '#digitalyouth', '#learn', '#growth', '#indiagrowth', '#quarantine', '#knowledge', '#new']",technology useful tool keep safe,32
"50th day of #Covid_19 relief services by @janman_org . Thank you everyone for supporting this mission. May we come out of this crisis soon, Take care.
#IndiaFightsCorona @shahnawazk @priyam_manisha @maryashakil @basu_smarajit @BihariTweets @sardesairajdeep @RishabhMPratap https://t.co/55fxTrkTFD","['@janman_org', '@shahnawazk', '@priyam_manisha', '@maryashakil', '@basu_smarajit', '@BihariTweets', '@sardesairajdeep', '@RishabhMPratap']","['#Covid_19', '#IndiaFightsCorona']",th day relief services thank everyone supporting mission may come crisis soon take care,87
"#SocialDistancing 
As understood and practiced by people https://t.co/ac1OSJvtvu",[],['#SocialDistancing'],understood practiced people,27
"#nature is in full mood in #lockdown . Enjoy it dear #naturelovers .
#photography #PHOTOS #photographer #photooftheday #photograghy https://t.co/LheazonZWx",[],"['#nature', '#lockdown', '#naturelovers', '#photography', '#PHOTOS', '#photographer', '#photooftheday', '#photograghy']",full mood enjoy dear,20
"Lessons learnt from CoronaVirus Pandemic
Chapter-1
Invest a good part of your salary but save a great part of it.
Future is uncertain and investment are subject to market risk,so saving money is equal to safeguarding future.
#coronavirus #lockdown #investment #WarrenBuffett",[],"['#coronavirus', '#lockdown', '#investment', '#WarrenBuffett']",lessons learnt coronavirus pandemic chapter invest good part salary save great part future uncertain investment subject market risk saving money equal safeguarding future,170
"""All National Capital Region (NCR) borders - supposed to seamlessly connect #Delhi with its satellite towns like Gurugram, #Noida and Ghaziabad - have turned into choke points this #lockdown due to incoherent policy-making, ""

#COVID19Lockdown

https://t.co/vb8xwxwxOo https://t.co/lEcaKtn1xo",[],"['#Delhi', '#Noida', '#lockdown', '#COVID19Lockdown']",national capital region ncr borders supposed seamlessly connect satellite towns like gurugram ghaziabad turned choke points due incoherent policy making,152
"Today is 50th day of our relief services during #COVID19, we extend our heartfelt gratitude to all the volunteers, collaborators &amp; donors. Thank you everyone for bringing hope and relief to those hit hard by the current crisis.
#IndiaFightsCorona #MigrantLabourers #sharetocare https://t.co/ZMNFMyTN16",[],"['#COVID19', '#IndiaFightsCorona', '#MigrantLabourers', '#sharetocare']",today th day relief services extend heartfelt gratitude volunteers collaborators donors thank everyone bringing hope relief hit hard current crisis,147
"#IndiaFightsCorona

Stigma around #COVID19 can discourage people to take necessary steps to fight the virus. Break the stigma. Share this information and help us to help you. 

#TiraskarNahiTilakKaro #HealthForAll #SwasthaBharat #CoronaOutbreak https://t.co/xTXfQFGDh6 https://t.co/1C3yYrTgHW",[],"['#IndiaFightsCorona', '#COVID19', '#TiraskarNahiTilakKaro', '#HealthForAll', '#SwasthaBharat', '#CoronaOutbreak']",stigma around discourage people take necessary steps fight virus break stigma share information help us help,108
"Coronavirus and work-life

Kishita Share her experience during lockdown 😊

#LockdownEnd #coronavirus #socialnotebook #SocialDistancing https://t.co/OMyJr7BIhU",[],"['#LockdownEnd', '#coronavirus', '#socialnotebook', '#SocialDistancing']",coronavirus work life kishita share experience lockdown,55
"Even my eyebrows are connected to each other now but not my moustache to my beard. 

#QuarantineLife #beardedchallenge #hairyboy",[],"['#QuarantineLife', '#beardedchallenge', '#hairyboy']",even eyebrows connected moustache beard,39
Wait for compassionte appointment of  my son from last 5 years please take action #COVID19India #unemployement @PMOIndia @narendramodi @SteelMinIndia @DoPTGoI @ZeeNews @ndtvindia @,"['@PMOIndia', '@narendramodi', '@SteelMinIndia', '@DoPTGoI', '@ZeeNews', '@ndtvindia']","['#COVID19India', '#unemployement']",wait compassionte appointment son last years please take action,63
"Start your morning with some sweet imarti .
.
.
Tag a sqaud who is crazy for #imarti .
.
.
#streetfoodiedelhi #artiminki #yesarti #morning #Modi #coronavirus #Lockdownextention #StayHome https://t.co/y0TGpAus9h",[],"['#imarti', '#streetfoodiedelhi', '#artiminki', '#yesarti', '#morning', '#Modi', '#coronavirus', '#Lockdownextention', '#StayHome']",start morning sweet imarti tag sqaud crazy,42
Increased Cardiac arrests @home during #Pandemic should be counted as #CovidDeaths.      @mmamas1973 @Pooh_Velagapudi @HeartOTXHeartMD @CMichaelGibson @iamritu @DrPascalMeier @RealCruzHenry @RemaNagarajan @Teensthack @ShelleyWood2 @AnkurKalraMD @NishithChandra @KHERA_MD @choo_ek https://t.co/LYbOnPCZSX,"['@home', '@mmamas1973', '@Pooh_Velagapudi', '@HeartOTXHeartMD', '@CMichaelGibson', '@iamritu', '@DrPascalMeier', '@RealCruzHenry', '@RemaNagarajan', '@Teensthack', '@ShelleyWood2', '@AnkurKalraMD', '@NishithChandra', '@KHERA_MD', '@choo_ek']","['#Pandemic', '#CovidDeaths']",increased cardiac arrests counted,33
"If this is true, these ppl shouldn’t be served any food ,should be booked under SC ST act. There are millions of people stuck at diff places without any food because of #lockdown , ppl are walking miles without food or water. But these ppl are kicking food 👎 #arrestthem https://t.co/yIjPAJWMTe",[],"['#lockdown', '#arrestthem']",true ppl served food booked sc st act millions people stuck diff places without food ppl walking miles without food water ppl kicking food,138
"Mr @@arvindjolly Press release dtd 20.5.20 by @dmgbnagar 👇 point C,D, &amp; E very explicitly explains a progressive, dynamic, &amp; positive role to be played by RWA in tandem w/#IndiaFightsCorona in these difficult time of pandemic Pls issue SOP for maids, essentials 1/n @nbhooshan https://t.co/zPfNPlKX6O","['@arvindjolly', '@dmgbnagar', '@nbhooshan']",['#IndiaFightsCorona'],mr press release dtd point c e explicitly explains progressive dynamic positive role played rwa tandem w difficult time pandemic pls issue sop maids essentials n,161
"Get here your brand promotion, advertising and marketing tips by realdigitalmarketer.#safelife
#staysafe #stayathome #socialdistancing #coronavirus  #covid19  #covid_19 #digitalmarketing #businessowner #businessstrategy #smallbusiness #startup #motivational #sucess #branding https://t.co/bhG7W4TznV",[],"['#safelife', '#staysafe', '#stayathome', '#socialdistancing', '#coronavirus', '#covid19', '#covid_19', '#digitalmarketing', '#businessowner', '#businessstrategy', '#smallbusiness', '#startup', '#motivational', '#sucess', '#branding']",get brand promotion advertising marketing tips realdigitalmarketer,66
"The snake plant (Sansevieria) has been an excellent decor and ideal natural air purifier for our indoors. 😊
Day 58 of #lockdown. https://t.co/ctCYRrnKnT",[],['#lockdown'],snake plant sansevieria excellent decor ideal natural air purifier indoors day,78
"@IGLSocial
BP No. 4000001977
The current bill due of ₹3551/- is exorbitant for a family of 4.
I am a pensioner and with this #lockdown scenario, this is inordinate bill.
Kindly rectify.
@cpgrams https://t.co/nHqOv3Nqj4","['@IGLSocial', '@cpgrams']",['#lockdown'],bp current bill due exorbitant family pensioner scenario inordinate bill kindly rectify,87
"#IndiaFightsCorona
India has achieved remarkable feet in tackling COVID-19, considering the second largest population in the world. From 100 to 1 lakh Covid-19 cases in 64 days, India is way ahead of the USA, UK, Italy, France, and other countries in slowing down infection spread",[],['#IndiaFightsCorona'],india achieved remarkable feet tackling covid considering second largest population world lakh covid cases days india way ahead usa uk italy france countries slowing infection spread,182
